;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032
1990-01-31;111,206712;82,786439;69,622457;71,152733;87,624893;37,800339
1990-02-28;94,587681;72,501634;73,795864;73,406339;91,855044;37,537641
1990-03-31;108,334131;83,717281;77,640551;90,534375;102,950769;45,707528
1990-04-30;108,105499;78,595727;83,07261;80,560734;101,442834;40,462338
1990-05-31;110,349641;85,942817;95,190774;80,186719;100,054326;51,67188
1990-06-30;105,19145;81,978387;82,14646;94,82529;101,908141;43,278988
1990-07-31;110,516772;76,505251;85,076969;85,641098;57,56919;42,702057
1990-08-31;114,674447;78,999544;88,355519;70,401434;92,794663;44,418392
1990-09-30;105,089345;77,725098;54,790362;89,078786;96,355107;29,400812
1990-10-31;121,784953;86,145651;62,501538;83,891323;92,362221;37,947573
1990-11-30;115,295984;81,768216;56,18595;85,691809;86,016144;34,844415
1990-12-31;107,938516;83,685915;38,06397;84,631362;69,012275;33,040955
1991-01-31;120,68655;91,843441;81,872967;76,217203;93,861805;49,360705
1991-02-28;101,149124;77,036865;77,653934;76,956008;96,296827;37,481633
1991-03-31;113,284206;88,866202;76,244138;91,548421;104,10389;47,633997
1991-04-30;114,492417;90,109889;79,84576;85,804604;108,045969;62,983387
1991-05-31;113,209681;88,129518;72,263727;79,649309;99,383775;55,357334
1991-06-30;105,397101;84,615895;72,102354;97,305814;104,573947;52,850708
1991-07-31;119,962274;84,38789;95,384802;92,017891;61,855764;62,262744
1991-08-31;114,452595;77,225563;69,769644;71,515435;94,263009;48,316851
1991-09-30;115,739968;86,088295;57,476166;93,459189;101,093321;44,017634
1991-10-31;125,536592;97,452619;61,863045;85,359255;93,978377;43,699806
1991-11-30;107,45537;91,438134;53,033373;87,738937;88,071022;39,755814
1991-12-31;115,588623;96,769876;46,924194;86,044092;70,164279;44,732298
1992-01-31;121,898097;90,895944;71,67689;75,929382;93,507354;55,394681
1992-02-29;101,664459;78,87022;69,199014;77,256177;96,672447;48,868201
1992-03-31;120,037109;92,076431;68,982789;93,308302;106,105136;56,393023
1992-04-30;122,160631;94,859561;73,917364;86,25354;108,611273;62,926536
1992-05-31;105,100331;86,455345;85,5411;77,849539;97,138082;60,826865
1992-06-30;117,560923;96,60529;87,025028;103,16393;110,86962;62,753116
1992-07-31;116,320547;91,737453;81,865106;91,736612;61,666682;55,185214
1992-08-31;111,106201;83,839134;79,20778;72,281576;95,272846;47,721484
1992-09-30;119,111844;98,410958;41,898513;98,581835;106,634402;55,738032
1992-10-31;113,518817;95,669568;53,278836;83,791912;92,25278;41,330864
1992-11-30;112,37531;90,469023;56,045835;86,601147;86,928929;43,833625
1992-12-31;120,241265;96,111874;50,829687;92,343912;75,301435;50,558119
1993-01-31;106,934447;85,876072;70,763807;70,325665;86,606351;49,370401
1993-02-28;101,894002;88,7866;68,460234;74,884296;93,704451;48,764248
1993-03-31;121,31379;95,461282;63,885886;92,941364;105,68787;63,934917
1993-04-30;108,264768;95,006079;79,545587;81,974662;103,223272;64,040731
1993-05-31;102,517849;87,065683;80,462326;75,002306;93,585401;60,180351
1993-06-30;117,710349;103,364137;93,768931;100,256634;107,745167;70,130061
1993-07-31;106,850253;88,909055;89,33455;86,929533;58,435292;61,708023
1993-08-31;113,427968;86,804713;73,690098;71,558036;94,319155;52,296996
1993-09-30;114,469921;106,324244;56,804714;96,961233;104,881423;43,988708
1993-10-31;108,616043;99,040098;59,380011;81,820489;90,082287;45,078086
1993-11-30;112,55542;95,348181;59,618759;87,584424;87,915929;48,877897
1993-12-31;111,457985;102,942744;47,040771;93,198531;75,998332;49,369746
1994-01-31;107,564096;92,767127;70,8399;72,460912;89,235921;45,000688
1994-02-28;98,007142;87,463336;77,161417;75,875594;94,944882;48,42307
1994-03-31;117,724325;101,944443;70,030102;93,986163;106,87596;65,876688
1994-04-30;102,4705;95,979936;74,592748;80,01058;100,750069;53,438801
1994-05-31;107,103433;100,550824;86,194087;79,591953;99,312204;67,096402
1994-06-30;107,028229;107,660876;94,558112;100,581428;108,094214;65,615044
1994-07-31;97,947415;91,540033;116,971497;87,326366;58,702053;70,53802
1994-08-31;113,491449;94,832378;95,906031;74,809229;98,604485;62,276187
1994-09-30;109,201733;103,464882;58,751921;96,441382;104,319111;49,376053
1994-10-31;107,341366;97,830822;65,552125;83,192224;91,592532;52,91727
1994-11-30;107,451186;102,062252;75,942108;89,746611;90,086292;53,431088
1994-12-31;107,129864;106,028224;57,00852;89,271963;72,796437;57,22958
1995-01-31;108,758239;105,742275;76,954807;75,86502;93,4281;58,445588
1995-02-28;98,858382;97,861025;75,307734;77,462382;96,930468;62,83232
1995-03-31;116,013927;118,748479;78,592908;96,671338;109,929395;72,858292
1995-04-30;102,031519;102,372739;71,455426;82,15423;103,449379;73,714575
1995-05-31;115,170293;114,657443;77,291137;83,724939;104,469214;87,136403
1995-06-30;108,742751;116,071111;77,909497;102,782367;110,459554;74,928619
1995-07-31;102,627895;95,853593;73,713033;88,080611;59,209061;76,843509
1995-08-31;115,56481;102,123748;85,039751;75,73633;99,826484;65,497188
1995-09-30;108,606904;105,958695;72,994731;98,403469;106,441467;50,250436
1995-10-31;114,401585;111,366806;76,798075;87,354912;96,175549;59,855589
1995-11-30;107,585613;110,68778;79,406513;92,101736;92,450338;59,690308
1995-12-31;103,974134;107,9997;71,159398;91,326265;74,471603;62,112899
1996-01-31;118,674433;111,659655;80,740669;79,269899;97,621205;61,292082
1996-02-29;102,971947;100,89582;79,743289;82,241007;102,910068;62,162181
1996-03-31;108,398883;109,214601;74,005826;94,415064;107,363679;68,407611
1996-04-30;107,30778;117,166727;79,950745;87,102987;109,680906;88,683137
1996-05-31;114,245728;115,377131;78,781684;84,75177;105,750455;86,498734
1996-06-30;105,098146;104,982017;74,716045;100,743209;108,268087;92,211829
1996-07-31;121,116937;116,385722;75,830993;96,097946;64,598439;70,760141
1996-08-31;117,811702;107,399116;83,058834;76,989808;101,478665;55,128403
1996-09-30;113,824295;112,820906;72,987545;100,801101;109,03495;56,347838
1996-10-31;120,719758;126,008128;86,074265;91,643376;100,897035;65,220287
1996-11-30;103,848253;113,538122;73,97182;91,979332;92,327475;54,576002
1996-12-31;112,398867;123,863878;73,036774;95,730863;78,063312;64,843264
1997-01-31;115,975157;119,69753;79,210041;80,991118;99,740901;70,758327
1997-02-28;102,084783;105,691907;76,423213;81,356402;101,803147;60,728368
1997-03-31;109,186225;113,134772;71,458285;94,795476;107,796262;70,274945
1997-04-30;122,084276;125,773894;81,347899;92,52293;116,505746;81,549858
1997-05-31;109,574906;115,276469;80,26447;84,428942;105,34764;74,325337
1997-06-30;107,630169;114,169624;77,187902;103,19072;110,898411;82,939053
1997-07-31;113,472384;116,849;78,508415;95,749415;64,364152;70,221339
1997-08-31;105,008055;100,718682;80,161253;75,614707;99,666178;71,474839
1997-09-30;113,396361;119,380898;79,230891;102,103436;110,443666;72,45874
1997-10-31;115,541843;123,899224;89,482622;94,102169;103,604107;73,501581
1997-11-30;100,619971;107,45288;76,775372;92,969168;93,321051;62,068644
1997-12-31;116,948487;133,517268;80,259367;102,495484;83,579496;71,388999
1998-01-31;111,787535;114,56514;79,657828;82,098518;101,104672;69,533908
1998-02-28;98,474183;107,840839;78,662942;81,516999;102,004104;62,922349
1998-03-31;114,97439;124,32791;77,599287;101,210688;115,091296;75,902685
1998-04-30;115,227419;125,993717;82,134798;91,859122;115,669876;79,807561
1998-05-31;103,485039;114,7542;77,562851;82,595235;103,05959;88,04336
1998-06-30;109,317334;123,644847;79,559961;107,638786;115,678714;91,158831
1998-07-31;110,156256;119,432535;83,999128;98,830449;66,435262;77,871889
1998-08-31;106,497997;109,024126;82,002342;78,680508;103,707135;66,997995
1998-09-30;111,265444;123,880916;79,044096;105,369622;113,97665;59,50886
1998-10-31;106,075472;124,666184;85,315167;91,743137;101,006869;67,027155
1998-11-30;105,490802;117,145565;82,412464;93,865997;94,221279;60,255414
1998-12-31;113,576421;126,469028;87,775113;101,19746;82,521026;70,114145
1999-01-31;104,714727;110,280542;82,849353;78,458671;96,622188;60,313229
1999-02-28;98,860714;106,079996;80,103402;81,775046;102,327009;55,966658
1999-03-31;121,660768;130,048162;86,302778;103,346399;117,519913;73,304414
1999-04-30;105,728653;116,861377;83,660421;88,528834;111,476344;73,56942
1999-05-31;105,797469;113,37503;81,079613;83,697204;104,434594;71,802204
1999-06-30;108,12799;123,320456;85,524652;107,922747;115,983881;75,896778
1999-07-31;105,10547;106,599032;84,3428;95,761588;64,372333;73,999558
1999-08-31;111,178612;104,265861;87,121664;79,132713;104,303187;64,647533
1999-09-30;109,60732;113,995311;84,612103;104,798787;113,359181;71,166717
1999-10-31;106,531136;115,230781;89,361166;93,152302;102,558329;65,177188
1999-11-30;111,405464;110,919007;91,835101;97,278326;97,646524;65,079078
1999-12-31;112,693552;118,394413;82,592058;100,912646;82,288774;69,314319
2000-01-31;107,656687;108,316949;83,678174;78,738811;96,967176;60,686634
2000-02-29;103,667449;106,980071;81,245225;83,963255;105,06516;62,206632
2000-03-31;116,742342;122,270849;89,350868;103,032599;117,163081;78,650015
2000-04-30;102,071286;107,629067;81,401696;85,815289;108,059429;66,036655
2000-05-31;115,875066;125,457048;90,971575;89,514587;111,693344;87,266051
2000-06-30;102,793695;115,42812;89,458895;104,560398;112,370395;77,108082
2000-07-31;100,049454;110,268456;87,295153;93,561295;62,893261;68,296639
2000-08-31;113,130007;113,969092;96,269631;79,671417;105,013237;70,687672
2000-09-30;104,330212;117,122623;88,081505;100,687081;108,911618;66,651954
2000-10-31;104,632799;125,929169;94,887411;90,249772;99,362719;65,096198
2000-11-30;84,789358;124,248279;95,950475;94,401421;94,758726;65,780049
2000-12-31;93,844935;114,47235;86,072375;98,164809;80,04806;64,738069
2001-01-31;101,979414;121,484862;91,584395;81,433107;100,285209;61,684072
2001-02-28;92,863167;108,307351;84,342609;81,657338;102,179705;55,588966
2001-03-31;101,554053;122,347764;89,103628;100,350916;114,113608;66,1341
2001-04-30;110,308338;119,439888;85,715633;89,736544;112,997107;73,214766
2001-05-31;109,68096;126,700438;91,719088;89,228452;111,33631;79,328561
2001-06-30;99,307494;120,318058;84,55807;105,690417;113,584813;78,417612
2001-07-31;105,193564;119,548539;89,730557;96,47163;64,849631;73,228812
2001-08-31;113,73687;116,854223;93,967173;79,826599;105,217778;71,857733
2001-09-30;103,815466;113,113988;84,304707;99,532682;107,662922;62,685158
2001-10-31;123,083493;133,145577;98,896211;91,318706;100,539588;61,473567
2001-11-30;114,798906;122,855007;93,726408;95,816675;96,179339;61,46366
2001-12-31;104,887404;116,095342;85,778842;98,330647;80,18329;60,761161
2002-01-31;118,477561;121,618609;90,933258;85,03017;104,715008;71,496119
2002-02-28;102,997582;106,449961;82,577418;84,071881;105,201094;62,987265
2002-03-31;110,195113;118,786657;90,592373;102,182251;116,196105;74,379562
2002-04-30;111,907689;119,50338;91,635421;92,166801;116,057304;81,648756
2002-05-31;112,826563;117,807368;92,24151;88,103374;109,932475;77,762399
2002-06-30;98,270947;107,349543;83,846095;103,876228;111,635127;73,944064
2002-07-31;112,088259;117,56849;95,680768;98,546069;66,244097;73,250695
2002-08-31;110,055432;104,914923;94,589353;79,209427;104,404291;61,609209
2002-09-30;108,272891;110,163543;89,187806;101,125895;109,386271;61,392218
2002-10-31;118,693393;121,026944;106,818474;95,477961;105,118818;68,88667
2002-11-30;103,989179;106,597865;93,166866;95,656899;96,018957;64,450404
2002-12-31;109,52854;114,620551;92,643034;102,31514;83,432425;63,787972
2003-01-31;115,577022;112,331379;90,543587;82,228055;101,26419;69,319983
2003-02-28;102,647304;102,553486;85,592182;82,129532;102,770582;60,633259
2003-03-31;110,478914;109,176404;90,024954;98,799419;112,349334;74,801891
2003-04-30;117,561691;115,244065;96,148615;92,406031;116,358551;85,908075
2003-05-31;108,16323;108,556635;91,433046;85,345084;106,490779;84,575167
2003-06-30;106,487222;107,005239;90,155682;103,340535;111,059414;89,219782
2003-07-31;109,784798;109,421771;99,899518;96,328865;64,753661;87,537652
2003-08-31;101,341295;95,203454;93,832801;74,834659;98,638012;76,936097
2003-09-30;112,517872;111,057766;97,05443;101,346746;109,625165;70,252052
2003-10-31;116,335022;116,798757;106,396437;91,268919;100,484772;67,000526
2003-11-30;100,577511;103,48256;93,165475;91,736912;92,084139;59,869785
2003-12-31;112,177645;117,915268;98,306189;102,142521;83,291671;71,912341
2004-01-31;109,564317;107,720793;98,18865;81,319216;100,144958;63,123756
2004-02-29;98,541873;99,261559;91,773526;82,129501;102,770548;65,63915
2004-03-31;117,037493;119,708341;105,092718;104,071057;118,343952;77,264161
2004-04-30;108,138464;108,850963;97,186017;90,154737;113,523693;78,306004
2004-05-31;98,738451;100,705357;91,933204;83,489069;104,174894;73,216786
2004-06-30;109,667741;115,527533;102,675388;108,086772;116,160169;82,603996
2004-07-31;101,012077;101,272515;102,802408;94,531453;63,545413;71,607402
2004-08-31;107,552098;102,092852;101,516039;77,87207;102,641563;67,349852
2004-09-30;106,984127;106,762565;102,873125;101,704772;110,012437;69,128975
2004-10-31;105,109305;103,974811;102,924256;89,130756;98,130709;64,431159
2004-11-30;105,6518;104,894777;104,890347;95,613935;95,975841;67,035229
2004-12-31;108,892696;111,68605;104,938311;103,212994;84,164585;74,05049
2005-01-31;105,160379;102,122535;94,801175;79,869716;98,359889;67,271614
2005-02-28;95,658555;95,805622;91,14935;81,61759;102,129975;68,296485
2005-03-31;114,760288;113,134121;101,628123;103,06504;117,199965;86,104288
2005-04-30;104,312438;106,679908;92,824012;89,085861;112,177758;90,017385
2005-05-31;106,592632;110,872667;97,265074;87,802638;109,557229;92,162698
2005-06-30;104,522076;109,530885;100,70825;106,098518;114,023405;93,769434
2005-07-31;94,923116;95,618907;98,954183;90,921508;61,118754;85,164616
2005-08-31;110,344701;105,955048;107,082335;78,273766;103,171023;77,781824
2005-09-30;107,112853;104,990488;102,752229;99,977193;108,14374;80,282285
2005-10-31;104,019234;102,273835;104,353173;88,813835;97,781783;73,77523
